date	clade
2020/06/11	A2a
2020/06/15	Unassigned
2020/06/15	A2a
2020/06/15	A2a
2020/06/15	A2a
2020/06/15	A2a
2020/06/15	Unassigned
2020/06/15	Unassigned
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	Unassigned
2020/06/16	Unassigned
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/16	A2a
2020/04/27	I/A3i
2020/05/01	A2a
2020/05/01	A2a
2020/05/02	I/A3i
2020/01/01	Unassigned
2020/05/07	A2a
2020/05/07	A2a
2020/05/07	A2a
2020/05/11	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/18	A2a
2020/05/20	A2a
2020/05/21	I/A3i
2020/01/01	Unassigned
2020/05/29	A2a
2020/06/02	Unassigned
2020/06/02	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/06/17	A2a
2020/06/17	Unassigned
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	Unassigned
2020/06/17	Unassigned
2020/06/17	Unassigned
2020/06/17	Unassigned
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/05/07	A2a
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/05/01	Unassigned
2020/01/01	Unassigned
2020/04/10	I/A3i
2020/09	A2a
2020/09	A2a
2020/04/06	A2a
2020/04/06	A2a
2020/04/06	A2a
2020/04/08	A2a
2020/04/10	I/A3i
2020/04/10	I/A3i
2020/04/12	A2a
2020/04/13	I/A3i
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/05/01	I/A3i
2020/05/01	I/A3i
2020/05/03	A3
2020/04/14	I/A3i
2020/04/01	Unassigned
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/04/15	I/A3i
2020/05/04	I/A3i
2020/05/04	I/A3i
2020/04/06	A2a
2020/05/06	A3
2020/05/06	A3
2020/05/06	A3
2020/05/06	A3
2020/05/06	I/A3i
2020/05/09	B4
2020/05/09	I/A3i
2020/04/14	A2a
2020/04/14	A2a
2020/04/15	A2a
2020/05/10	A2a
2020/04/15	I/A3i
2020/04/15	I/A3i
2020/04/15	I/A3i
2020/05/10	B4
2020/05/10	B4
2020/05/10	B4
2020/05/10	A2a
2020/05/10	I/A3i
2020/05/08	I/A3i
2020/05/08	I/A3i
2020/04/15	Unassigned
2020/05/11	A2a
2020/04/16	Unassigned
2020/05/10	I/A3i
2020/05/10	I/A3i
2020/05/10	I/A3i
2020/05/10	I/A3i
2020/05/10	I/A3i
2020/04/17	I/A3i
2020/04/17	I/A3i
2020/04/16	I/A3i
2020/05/12	A3
2020/05/12	A3
2020/05/13	I/A3i
2020/05/14	A3
2020/05/14	A3
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	I/A3i
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/04/21	Unassigned
2020/04/22	A2a
2020/04/22	A2a
2020/04/22	A2a
2020/04/23	I/A3i
2020/04/23	A2a
2020/04/23	A2a
2020/04/23	A2a
2020/04/23	A2a
2020/04/23	A2a
2020/04/23	A2a
2020/04/23	I/A3i
2020/04/24	A2a
2020/04/24	A2a
2020/04/24	A2a
2020/04/25	I/A3i
2020/04/25	I/A3i
2020/04/28	I/A3i
2020/04/28	I/A3i
2020/04/29	I/A3i
2020/04/28	I/A3i
2020/03/15	A3
2020/03/15	A3
2020/03/17	A3
2020/03/17	A3
2020/03/17	A3
2020/03/18	A3
2020/01/27	Unassigned
2020/01/31	B
2020/05/19	A2a
2020/05/19	A2a
2020/05/20	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/23	I/A3i
2020/05/23	I/A3i
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/26	A2a
2020/05/26	I/A3i
2020/04/13	A2a
2020/04/14	A2a
2020/04/18	A2a
2020/04/18	A2a
2020/04/18	I/A3i
2020/04/19	I/A3i
2020/04/19	I/A3i
2020/04/19	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/21	A2a
2020/04/21	A2a
2020/04/22	A2a
2020/04/22	A2a
2020/04/20	A2a
2020/05/19	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/04/11	A2a
2020/04/12	A2a
2020/04/04	I/A3i
2020/04/04	I/A3i
2020/03/27	A2a
2020/03/26	B4
2020/03/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/17	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/17	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/17	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/17	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/17	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/15	A2a
2020/06/15	A2a
2020/06/17	A2a
2020/06/16	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/17	Unassigned
2020/06/17	A2a
2020/05/15	A2a
2020/07/19	A2a
2020/05/15	A2a
2020/07/18	A2a
2020/06/25	A2a
2020/07/13	A2a
2020/05/14	A2a
2020/07/07	A2a
2020/04/29	A2a
2020/05/01	I/A3i
2020/05/01	Unassigned
2020/05/13	A2a
2020/05/08	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/16	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/04/27	I/A3i
2020/05/25	A2a
2020/05/29	A2a
2020/06/04	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/17	A2a
2020/04/27	I/A3i
2020/04/27	I/A3i
2020/04/28	A2a
2020/04/28	A2a
2020/04/28	A2a
2020/04/28	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/15	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/18	A2a
2020/05/18	A2a
2020/05/19	A2a
2020/05/20	A2a
2020/05/20	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/22	A2a
2020/05/22	A2a
2020/05/22	A2a
2020/05/22	A2a
2020/05/22	A2a
2020/05/22	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/03	A2a
2020/05/07	A2a
2020/05/08	A2a
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/04/07	I/A3i
2020/04/09	I/A3i
2020/04/09	I/A3i
2020/04/09	I/A3i
2020/07/06	A2a
2020/04/15	A2a
2020/04/16	A2a
2020/04/16	A2a
2020/04/16	A2a
2020/04/16	A2a
2020/04/18	A2a
2020/07/13	A2a
2020/07/14	A2a
2020/07/14	Unassigned
2020/07/15	A2a
2020/04/19	A2a
2020/04/19	A2a
2020/04/19	A2a
2020/04/19	A2a
2020/04/19	A2a
2020/04/19	A2a
2020/04/19	Unassigned
2020/04/20	A2a
2020/04/19	A2a
2020/07/17	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/07/17	A2a
2020/07/18	A2a
2020/07/18	A2a
2020/04/21	I/A3i
2020/07/20	A2a
2020/07/20	A2a
2020/04/21	A2a
2020/07/21	A2a
2020/04/23	A2a
2020/07/26	A2a
2020/07/27	A2a
2020/04/23	A2a
2020/04/23	A2a
2020/07/27	A2a
2020/04/23	A2a
2020/04/25	A2a
2020/08/04	A2a
2020/08/05	A2a
2020/04/25	A2a
2020/08/06	A2a
2020/04/26	A2a
2020/08/07	A2a
2020/08/08	A2a
2020/08/08	A2a
2020/08/10	A2a
2020/04/27	A2a
2020/08/10	A2a
2020/04/27	A2a
2020/08/11	Unassigned
2020/04/27	A2a
2020/08/11	A2a
2020/08/14	A2a
2020/04/28	A2a
2020/04/28	A2a
2020/04/29	A2a
2020/08/19	A2a
2020/08/20	A2a
2020/08/21	A2a
2020/03/12	A3
2020/08/23	A2a
2020/04/29	A2a
2020/04/30	A2a
2020/08/24	A2a
2020/08/24	A2a
2020/03/13	A3
2020/08/28	A2a
2020/08/29	A2a
2020/08/29	A2a
2020/04/30	A2a
2020/08/31	A2a
2020/05/01	A2a
2020/08/31	A2a
2020/05/01	Unassigned
2020/09/02	A2a
2020/09/02	A2a
2020/09/03	A2a
2020/09/05	A2a
2020/05/03	A2a
2020/05/04	A2a
2020/09/09	A2a
2020/05/04	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/11	A2a
2020/09/10	A2a
2020/09/11	A2a
2020/09/11	A2a
2020/09/11	A2a
2020/09/11	A2a
2020/05/05	A2a
2020/09/12	A2a
2020/09/13	Unassigned
2020/09/13	A2a
2020/05/05	A2a
2020/09/14	A2a
2020/09/14	A2a
2020/09/14	A2a
2020/09/15	A2a
2020/09/15	A2a
2020/09/16	A2a
2020/09/16	A2a
2020/05/05	A2a
2020/09/15	A2a
2020/09/16	A2a
2020/09/18	A2a
2020/09/17	A2a
2020/09/18	A2a
2020/09/18	A2a
2020/09/18	A2a
2020/09/17	A2a
2020/09/18	A2a
2020/09/19	A2a
2020/09/20	A2a
2020/09/21	A2a
2020/05/06	A2a
2020/09/21	A2a
2020/09/22	A2a
2020/09/21	A2a
2020/09/22	A2a
2020/09/23	A2a
2020/09/23	A2a
2020/09/23	A2a
2020/05/07	A2a
2020/09	A2a
2020/09/25	A2a
2020/09/25	A2a
2020/09/26	A2a
2020/09/26	A2a
2020/09/26	A2a
2020/09/26	A2a
2020/09	A2a
2020/05/07	I/A3i
2020/09/28	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/28	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/29	A2a
2020/09/28	A2a
2020/09/28	A2a
2020/05/07	A2a
2020/05/08	A2a
2020/03/13	A2a
2020/05/08	A2a
2020/05/09	A2a
2020/05/10	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/11	A2a
2020/03/16	B1
2020/05/12	A2a
2020/05/12	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/14	A2a
2020/05/15	A2a
2020/03/17	A3
2020/05/19	A2a
2020/05/18	A2a
2020/05/19	A2a
2020/05/20	A2a
2020/05/20	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/22	A2a
2020/05/22	Unassigned
2020/05/23	A2a
2020/03/21	A2a
2020/05/24	A2a
2020/03/22	A2a
2020/03/22	B4
2020/03/22	B4
2020/03/23	A2a
2020/05/25	A2a
2020/03/23	A2a
2020/05/26	A2a
2020/05/28	A2a
2020/03/24	B4
2020/05/26	A2a
2020/06/01	A2a
2020/05/28	A2a
2020/05/26	I/A3i
2020/05/28	A2a
2020/05/31	A2a
2020/03/26	B4
2020/03/26	B4
2020/03/26	B4
2020/03/26	B4
2020/03/26	Unassigned
2020/03/26	B4
2020/06/04	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/04/12	Unassigned
2020/06/10	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/04/01	I/A3i
2020/03/30	I/A3i
2020/03/30	I/A3i
2020/03/30	I/A3i
2020/03/31	I/A3i
2020/06/15	A2a
2020/06/15	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	Unassigned
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	Unassigned
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	Unassigned
2020/06/16	Unassigned
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/04/02	I/A3i
2020/04/02	Unassigned
2020/04/03	I/A3i
2020/06/19	A2a
2020/04/06	A2a
2020/04/04	I/A3i
2020/04/03	Unassigned
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/04/07	I/A3i
2020/06/22	A2a
2020/06/22	A2a
2020/04/05	A2a
2020/06/22	A2a
2020/07/03	A2a
2020/04/05	I/A3i
2020/04/05	A1a
2020/06/23	A2a
2020/06/23	A2a
2020/06/24	A2a
2020/04/06	I/A3i
2020/04/06	A2a
2020/04/06	A2a
2020/06/24	A2a
2020/04/07	I/A3i
2020/04/06	I/A3i
2020/06/25	A2a
2020/06/25	A2a
2020/06/25	A2a
2020/04/07	A2a
2020/04/02	Unassigned
2020/04/02	Unassigned
2020/04/07	I/A3i
2020/04/12	A2a
2020/04/13	A2a
2020/04/13	A2a
2020/04/13	A2a
2020/07/03	A2a
2020/03/09	Unassigned
2020/07/03	A2a
2020/04/15	A2a
2020/03/10	A3
2020/07/04	A2a
2020/07/06	A2a
2020/04/10	A2a
2020/04/04	A2a
2020/04/07	A2a
2020/03/31	A2a
2020/07/22	Unassigned
2020/07/21	A2a
2020/07/22	A2a
2020/07/25	A2a
2020/09/08	A2a
2020/09/08	A2a
2020/08/14	A2a
2020/09	A2a
2020/09	A2a
2020/09/15	A2a
2020/09/13	A2a
2020/04/21	A2a
2020/04/22	A2a
2020/04/22	I/A3i
2020/04/25	I/A3i
2020/04/26	A2a
2020/04/26	A2a
2020/04/26	A2a
2020/04/27	A2a
2020/04/04	A2a
2020/04/12	Unassigned
2020/05/04	I/A3i
2020/05/11	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/16	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/18	A2a
2020/05/25	A2a
2020/03/25	Unassigned
2020/03/31	Unassigned
2020/04/29	I/A3i
2020/04/01	I/A3i
2020/05/03	I/A3i
2020/05/04	I/A3i
2020/05/13	A2a
2020/05/16	A2a
2020/05/12	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/27	A2a
2020/05/28	A2a
2020/04/09	A2a
2020/04/11	I/A3i
2020/04/09	I/A3i
2020/04/16	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/16	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/16	A2a
2020/04/16	A2a
2020/04/30	A2a
2020/05/03	I/A3i
2020/05/08	A2a
2020/05/09	I/A3i
2020/04/19	A2a
2020/04/19	A2a
2020/04/23	A2a
2020/04/24	A2a
2020/04/27	A2a
2020/05/07	B4
2020/04/04	A2a
2020/04/04	A2a
2020/04/08	A2a
2020/05/07	I/A3i
2020/05/07	Unassigned
2020/05/09	A2a
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/09	I/A3i
2020/05/10	B4
2020/05/10	I/A3i
2020/05/10	B4
2020/05/09	A2a
2020/05/10	I/A3i
2020/05/11	B4
2020/05/11	B
2020/05/10	I/A3i
2020/05/10	A2a
2020/05/10	B4
2020/05/10	B4
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	I/A3i
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	I/A3i
2020/05/11	B4
2020/05/11	B4
2020/05/11	B4
2020/05/12	Unassigned
2020/05/12	I/A3i
2020/05/12	Unassigned
2020/05/12	I/A3i
2020/05/12	I/A3i
2020/05/12	I/A3i
2020/05/12	I/A3i
2020/05/12	A2a
2020/05/12	Unassigned
2020/05/11	A2a
2020/05/11	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/13	B4
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	B4
2020/05/16	B4
2020/05/14	B4
2020/05/14	A2a
2020/05/14	I/A3i
2020/05/14	A2a
2020/05/14	B
2020/05/14	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/05	B4
2020/05/05	B4
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/16	A2a
2020/05/16	Unassigned
2020/05/16	A2a
2020/05/16	A2a
2020/05/17	Unassigned
2020/05/18	A2a
2020/05/18	A2a
2020/05/18	A2a
2020/05/19	A2a
2020/05/19	B4
2020/05/19	A2a
2020/05/19	A2a
2020/05/19	A2a
2020/05/19	A2a
2020/05/21	Unassigned
2020/05/21	A2a
2020/05/21	Unassigned
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	Unassigned
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/21	B4
2020/05/22	A2a
2020/05/22	A2a
2020/05/22	I/A3i
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	B4
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	B4
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	B4
2020/05/26	B4
2020/05/26	B4
2020/05/29	A2a
2020/05/29	A2a
2020/05/30	A2a
2020/05/30	Unassigned
2020/06/02	A2a
2020/06/02	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/05/26	B4
2020/03/29	I/A3i
2020/05/06	B4
2020/05/06	I/A3i
2020/05/06	B4
2020/05/06	B4
2020/05/06	B4
2020/05/06	A2a
2020/05/07	A2a
2020/05/07	A2a
2020/05/07	A2a
2020/05/07	B4
2020/05/07	B4
2020/05/07	B4
2020/05/07	B4
2020/05/07	B4
2020/05/07	B4
2020/05/07	B4
2020/05/07	A2a
2020/05/07	B4
2020/05/07	B4
2020/05/07	I/A3i
2020/05/07	B4
2020/05/07	B4
2020/03/19	A2a
2020/04/02	B
2020/04/04	A2a
2020/04/04	A2a
2020/04/04	A2a
2020/04/04	A2a
2020/04/04	A2a
2020/04/04	A2a
2020/04/04	A2a
2020/04/08	A2a
2020/04/08	A2a
2020/04/09	A2a
2020/04/02	A2a
2020/04/02	A2a
2020/04/02	A2a
2020/05/04	I/A3i
2020/05/04	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/04/27	I/A3i
2020/04/27	I/A3i
2020/05/30	I/A3i
2020/04/30	I/A3i
2020/04/30	I/A3i
2020/05/30	I/A3i
2020/04/30	I/A3i
2020/05/05	A2a
2020/05/05	A2a
2020/03/16	A2a
2020/03/31	I/A3i
2020/04/30	A2a
2020/04/23	I/A3i
2020/04/29	A2a
2020/04/21	I/A3i
2020/04/27	I/A3i
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/10	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/10	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
