date	clade
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/11	A2a
2020/08/10	A2a
2020/08/10	A2a
2020/08/11	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/10	A2a
2020/08/12	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/15	A2a
2020/08/15	A2a
2020/08/15	A2a
2020/08/15	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/13	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/14	A2a
2020/08/16	A2a
2020/08/16	A2a
2020/08/16	A2a
2020/08/16	A2a
2020/08/16	A2a
2020/08/14	A2a
2020/08/17	A2a
2020/08/17	A2a
2020/08/17	A2a
2020/08/18	A2a
2020/08/18	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/08/19	A2a
2020/05/24	A2a
2020/05/19	A2a
2020/05/24	A2a
2020/07/19	A2a
2020/05/22	A2a
2020/05/30	A2a
2020/05/23	A2a
2020/05/27	A2a
2020/05/17	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/23	A2a
2020/05/23	A2a
2020/03/30	I/A3i
2020/03/30	I/A3i
2020/03/30	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/02	I/A3i
2020/04/01	I/A3i
2020/04/01	Unassigned
2020/04/01	Unassigned
2020/04/01	I/A3i
2020/04/01	I/A3i
2020/04/03	Unassigned
2020/04/01	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/06	Unassigned
2020/04/08	I/A3i
2020/04/08	I/A3i
2020/04/06	I/A3i
2020/04/10	I/A3i
2020/04/12	I/A3i
2020/04/13	I/A3i
2020/04/14	Unassigned
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/04/15	I/A3i
2020/04/16	I/A3i
2020/04/16	I/A3i
2020/04/18	I/A3i
2020/04/18	I/A3i
2020/04/18	I/A3i
2020/04/16	I/A3i
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/11	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/21	A2a
2020/05/21	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/04/16	I/A3i
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/29	A2a
2020/05/29	A2a
2020/05/29	A2a
2020/05/29	A2a
2020/05/29	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/02	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	A2a
2020/06/04	I/A3i
2020/06/04	I/A3i
2020/06/04	A2a
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/04/20	I/A3i
2020/05/09	I/A3i
2020/05/11	A2a
2020/05/11	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/04	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/07	A2a
2020/06/04	A2a
2020/06/07	A2a
2020/06/04	A2a
2020/06/08	A2a
2020/06/04	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/10	A2a
2020/06/10	I/A3i
2020/06/04	A2a
2020/06/05	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/05	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/05	A2a
2020/06/11	I/A3i
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/04	A2a
2020/06/05	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/11	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/05	A2a
2020/06/05	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/05	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/05	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/12	A2a
2020/06/13	A2a
2020/06/13	A2a
2020/06/13	I/A3i
2020/06/13	A2a
2020/06/13	A2a
2020/06/13	A2a
2020/06/13	A2a
2020/06/13	I/A3i
2020/06/13	A2a
2020/06/13	A2a
2020/06/13	A2a
2020/06/13	I/A3i
2020/04/13	I/A3i
2020/04/15	I/A3i
2020/04/15	I/A3i
2020/04/15	I/A3i
2020/04/15	I/A3i
2020/04/14	I/A3i
2020/04/03	I/A3i
2020/05/13	A2a
2020/05/13	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/17	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/15	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/08/09	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/15	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/07/14	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/29	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/04	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/08	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/10	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/16	A2a
2020/06/17	A2a
2020/06/17	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/18	A2a
2020/06/19	A2a
2020/06/19	A2a
2020/06/19	A2a
2020/06/19	A2a
2020/06/19	A2a
2020/06/19	A2a
2020/06/19	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/20	A2a
2020/06/23	A2a
2020/05/10	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/26	A2a
2020/05/27	A2a
2020/05/28	A2a
2020/04/10	A3
2020/04/12	I/A3i
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/04/14	I/A3i
2020/04/29	A2a
2020/05/13	A2a
2020/05/14	A2a
2020/05/21	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/31	A2a
2020/05/31	A2a
2020/05/31	Unassigned
2020/05/31	A2a
2020/05/31	A2a
2020/05/31	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	A2a
2020/03/31	I/A3i
2020/03/11	A2a
2020/03/16	I/A3i
2020/03/24	A2a
2020/03/01	Unassigned
2020/03/25	I/A3i
2020/03/25	I/A3i
2020/03/20	A2a
2020/05/10	A2a
2020/05/10	A2a
2020/05/10	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/13	A2a
2020/05/13	A2a
2020/05/22	A2a
2020/05/26	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/29	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/01/01	Unassigned
2020/04/16	I/A3i
2020/04/29	A2a
2020/04/29	A2a
2020/04/26	A2a
2020/04/29	I/A3i
2020/05/06	A2a
2020/05/06	A2a
2020/05/06	A2a
2020/05/06	A2a
2020/05/06	A2a
2020/05/06	A2a
2020/04/16	I/A3i
2020/04/29	A2a
2020/05/06	I/A3i
2020/04/16	I/A3i
2020/04/20	A2a
2020/04/29	A2a
2020/04/26	A2a
2020/04/29	A2a
2020/04/27	A2a
2020/04/29	A2a
2020/03/28	I/A3i
2020/03/28	I/A3i
2020/03/28	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/31	I/A3i
2020/03/31	I/A3i
2020/01/01	Unassigned
2020/03/10	A3
2020/03/10	A3
2020/03/10	A3
2020/03/10	A3
2020/03/10	A3
2020/03/10	A3
2020/01/01	Unassigned
2020/03/10	A3
2020/03/10	A3
2020/03/10	A2a
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/03/12	A3
2020/03/12	A3
2020/03/12	A3
2020/03/12	A3
2020/03/12	A3
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/03/17	A2a
2020/03/17	A2a
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/03/03	A2a
2020/03/03	A2a
2020/03/03	A2a
2020/03/03	A2a
2020/03/03	A2a
2020/03/03	A2a
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/03/28	I/A3i
2020/06/10	Unassigned
2020/06/17	A2a
2020/01/01	Unassigned
2020/01/01	Unassigned
2020/03/02	A2a
2020/03/03	A2a
2020/01/01	Unassigned
2020/06/02	A2a
2020/06/09	A2a
2020/06/08	A2a
2020/06/27	A2a
2020/05/17	A2a
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/02	I/A3i
2020/04/01	I/A3i
2020/03/11	A2a
2020/05/14	I/A3i
2020/03/18	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/15	A2a
2020/05/15	I/A3i
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	A2a
2020/04/16	I/A3i
2020/04/16	I/A3i
2020/04/16	I/A3i
2020/05/15	A2a
2020/05/15	A2a
2020/05/15	I/A3i
2020/05/14	A2a
2020/05/14	A2a
2020/05/15	I/A3i
2020/03/28	A2a
2020/04/16	I/A3i
2020/04/16	I/A3i
2020/04/16	I/A3i
2020/04/15	A2a
2020/03/24	A2a
2020/03/23	A2a
2020/05/25	A2a
2020/05/26	A2a
2020/05/26	I/A3i
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/25	A2a
2020/05/24	A2a
2020/03/12	A2a
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/29	I/A3i
2020/03/30	A2a
2020/01/01	Unassigned
2020/06/01	A2a
2020/05/29	A2a
2020/05/29	A2a
2020/05/22	A2a
2020/06/06	A2a
2020/06/06	A2a
2020/05/24	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/05/23	A2a
2020/05/30	A2a
2020/05/30	A2a
2020/05/21	A2a
2020/05/22	A2a
2020/05/21	A2a
2020/05/30	A2a
2020/05/27	A2a
2020/05/27	A2a
2020/06/01	A2a
2020/06/29	A2a
2020/05/26	A2a
2020/06/01	A2a
2020/05/29	A2a
2020/05/29	A2a
2020/06/04	A2a
2020/06/02	B4
2020/06/08	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/06/01	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/28	A2a
2020/05/23	I/A3i
2020/05/23	I/A3i
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	Unassigned
2020/06/01	A2a
2020/06/01	A2a
2020/06/01	Unassigned
2020/05/20	Unassigned
2020/06/07	A2a
2020/06/04	A2a
2020/06/09	Unassigned
2020/05/22	Unassigned
2020/06/02	A2a
2020/05/21	A2a
2020/06/03	A2a
2020/05/22	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/08	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/06/09	A2a
2020/05/30	A2a
2020/05/29	A2a
2020/05/22	A2a
2020/06/10	A2a
2020/06/16	A2a
2020/06/18	A2a
2020/07/03	A2a
2020/07/06	Unassigned
2020/07/17	A2a
2020/08/24	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/08/12	A2
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2
2020/09/10	A2
2020/09/10	A2a
2020/09/10	A2a
2020/09/10	A2a
2020/08/04	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	A2a
2020/08/12	Unassigned
2020/08/12	A2a
2020/08/04	A2
2020/08/12	A2a
2020/08/12	Unassigned
2020/08/12	A2a
2020/08/12	Unassigned
2020/08/12	A2
2020/08/04	A2
2020/08/12	A2a
2020/03/30	A2a
2020/04/14	A2a
2020/04/14	A2a
2020/04/20	A2a
2020/04/20	A2a
2020/04/21	A2a
2020/04/21	B4
2020/04/24	A2a
2020/04/24	A2a
2020/04/24	A2a
2020/04/24	A2a
2020/03/30	A2a
2020/04/25	A2a
2020/04/25	A2a
2020/04/25	I/A3i
2020/04/25	A2a
2020/04/25	A2a
2020/04/25	B4
2020/04/26	B4
2020/04/27	A2a
2020/04/27	A2a
2020/04/28	A2a
2020/03/31	I/A3i
2020/04/28	A2a
2020/04/28	A2a
2020/05/01	A2a
2020/05/01	A2a
2020/05/01	A2a
2020/05/02	A2a
2020/05/03	A2a
2020/05/03	A2a
2020/03/31	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/05/04	A2a
2020/03/31	A2a
2020/05/05	A2a
2020/05/05	A2a
2020/05/05	A2a
2020/05/06	A2a
2020/05/06	B4
2020/05/06	A2a
2020/05/07	B4
2020/05/07	A2a
2020/05/07	A2a
2020/04/03	B4
2020/05/07	B4
2020/04/09	A2a
2020/05/09	A2a
2020/05/12	A2a
2020/05/12	A2a
2020/05/12	B4
2020/05/12	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/04/03	B4
2020/05/14	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/14	A2a
2020/05/19	A2a
2020/05/19	A2a
2020/05/17	A2a
2020/04/05	B4
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/17	A2a
2020/05/19	A2a
2020/05/19	A2a
2020/05/19	A2a
2020/04/13	A2a
2020/05/20	A2a
2020/05/20	A2a
2020/05/20	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/03/28	I/A3i
2020/03/28	I/A3i
2020/03/28	I/A3i
2020/03/31	I/A3i
2020/03/19	Unassigned
2020/04/05	B4
2020/06/09	A2a
2020/06/09	A2a
2020/06/07	A2a
2020/04/03	A2a
2020/04/06	A2a
2020/03/30	A2a
2020/04/02	A2a
2020/04/03	B4
2020/04/03	A2a
2020/04/19	A2a
2020/04/20	A2a
2020/04/20	B4
2020/03/21	A2a
2020/04/20	A2a
2020/04/21	A2a
2020/04/21	A2a
2020/04/21	A2a
2020/04/21	A2a
2020/04/30	I/A3i
2020/04/30	A2a
2020/04/30	B4
2020/03/21	A2a
2020/05/01	A2a
2020/05/01	A2a
2020/05/01	A2a
2020/05/02	A2a
2020/05/02	A2a
2020/05/02	A2a
2020/05/02	A2a
2020/05/02	I/A3i
2020/04/28	A2a
2020/03/27	A2a
2020/05/01	A2a
2020/05/01	A2a
2020/05/03	A2a
2020/05/01	A2a
2020/05/01	A2a
2020/05/03	A2a
2020/05/03	A2a
2020/05/05	A2a
2020/05/03	A2a
2020/03/28	A2a
2020/05/03	A2a
2020/05/03	B4
2020/05/03	A2a
2020/05/02	A2a
2020/05/01	A2a
2020/05/03	A2a
2020/05/03	A2a
2020/05/03	A2a
2020/05/03	A2a
2020/05/04	A2a
2020/03/26	A2a
2020/04/30	A2a
2020/05/04	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/24	A2a
2020/05/28	A2a
2020/05/27	I/A3i
2020/05/25	A2a
2020/03/31	I/A3i
2020/05/25	A2a
2020/05/25	A2a
2020/05/20	A2a
2020/05/26	A2a
2020/05/20	A2a
2020/05/20	A2a
2020/05/26	A2a
2020/05/22	A2a
2020/05/26	A2a
2020/05/20	A2a
2020/03/30	A2a
2020/05/17	A2a
2020/05/26	A2a
2020/05/29	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/05/26	A2a
2020/06/01	A2a
2020/04/02	I/A3i
2020/05/26	A2a
2020/06/01	A2a
2020/05/25	A2a
2020/06/02	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/03	A2a
2020/06/11	A2a
2020/06/10	A2a
2020/06/10	A2a